amba_decomposed_lock_11.tlsf.ehoa; synt; npp-n; 0.000094; 1; 24; 40; 3; 0.000064; -1
amba_decomposed_lock_11.tlsf.ehoa; synt; zlk-n; 0.124637; 1; 24; 40; 3; 0.124618; 3
amba_decomposed_lock_12.tlsf.ehoa; synt; fpi-n; 0.135494; 1; 24; 40; 3; 0.135468; 9
amba_decomposed_lock_12.tlsf.ehoa; synt; fpj-n; 0.000084; 1; 24; 40; 3; 0.000052; 5
amba_decomposed_lock_12.tlsf.ehoa; synt; tl-n; 0.000055; 1; 24; 40; 3; 0.000036; -1
amba_decomposed_lock_12.tlsf.ehoa; synt; rtl-n; 0.000099; 1; 24; 40; 3; 0.000069; -1
amba_decomposed_lock_12.tlsf.ehoa; synt; ortl-n; 0.000029; 1; 24; 40; 3; 0.000020; -1
amba_decomposed_lock_12.tlsf.ehoa; synt; npp-n; 0.000035; 1; 24; 40; 3; 0.000024; -1
amba_decomposed_lock_12.tlsf.ehoa; synt; zlk-n; 0.127937; 1; 24; 40; 3; 0.127909; 3
amba_decomposed_lock_13.tlsf.ehoa; synt; fpi-n; 0.139840; 1; 24; 40; 3; 0.139810; 9
amba_decomposed_lock_13.tlsf.ehoa; synt; fpj-n; 0.000076; 1; 24; 40; 3; 0.000047; 5
amba_decomposed_lock_13.tlsf.ehoa; synt; tl-n; 0.000028; 1; 24; 40; 3; 0.000015; -1
amba_decomposed_lock_13.tlsf.ehoa; synt; rtl-n; 0.000093; 1; 24; 40; 3; 0.000063; -1
amba_decomposed_lock_13.tlsf.ehoa; synt; ortl-n; 0.001170; 1; 24; 40; 3; 0.001138; -1
amba_decomposed_lock_13.tlsf.ehoa; synt; npp-n; 0.000095; 1; 24; 40; 3; 0.000065; -1
amba_decomposed_lock_13.tlsf.ehoa; synt; zlk-n; 0.128828; 1; 24; 40; 3; 0.128802; 3
amba_decomposed_lock_14.tlsf.ehoa; synt; fpi-n; 0.134703; 1; 24; 40; 3; 0.134676; 6
amba_decomposed_lock_14.tlsf.ehoa; synt; fpj-n; 0.000025; 1; 24; 40; 3; 0.000015; 5
amba_decomposed_lock_14.tlsf.ehoa; synt; tl-n; 0.000074; 1; 24; 40; 3; 0.000049; -1
amba_decomposed_lock_14.tlsf.ehoa; synt; rtl-n; 0.000098; 1; 24; 40; 3; 0.000069; -1
amba_decomposed_lock_14.tlsf.ehoa; synt; ortl-n; 0.000099; 1; 24; 40; 3; 0.000068; -1
